oprcom,oprcode,oprjoin,oprkind,oprleft,oprname,oprrest,oprowner,oprright,oprnegate,oprresult,oprcanhash,oprcanmerge,oprnamespace
3637,ts_match_vq,tsmatchjoinsel,b,3614,@@,tsmatchsel,10,3615,0,16,false,false,11
3660,ts_match_qv,tsmatchjoinsel,b,3615,@@@,tsmatchsel,10,3614,0,16,false,false,11
3661,ts_match_vq,tsmatchjoinsel,b,3614,@@@,tsmatchsel,10,3615,0,16,false,false,11
3674,tsquery_gt,scalargtjoinsel,b,3615,>,scalargtsel,10,3615,3675,16,false,false,11
3675,tsquery_ge,scalargejoinsel,b,3615,>=,scalargesel,10,3615,3674,16,false,false,11
3676,tsquery_eq,eqjoinsel,b,3615,=,eqsel,10,3615,3677,16,false,true,11
3677,tsquery_ne,neqjoinsel,b,3615,<>,neqsel,10,3615,3676,16,false,false,11
3678,tsquery_le,scalarlejoinsel,b,3615,<=,scalarlesel,10,3615,3679,16,false,false,11
3679,tsquery_lt,scalarltjoinsel,b,3615,<,scalarltsel,10,3615,3678,16,false,false,11
3693,tsq_mcontained,contjoinsel,b,3615,<@,contsel,10,3615,0,16,false,false,11
3694,tsq_mcontains,contjoinsel,b,3615,@>,contsel,10,3615,0,16,false,false,11
3882,range_eq,eqjoinsel,b,3831,=,eqsel,10,3831,3883,16,true,true,11
3883,range_ne,neqjoinsel,b,3831,<>,neqsel,10,3831,3882,16,false,false,11
3884,range_gt,scalargtjoinsel,b,3831,>,rangesel,10,3831,3885,16,false,false,11
3885,range_ge,scalargejoinsel,b,3831,>=,rangesel,10,3831,3884,16,false,false,11
3886,range_le,scalarlejoinsel,b,3831,<=,rangesel,10,3831,3887,16,false,false,11
3887,range_lt,scalarltjoinsel,b,3831,<,rangesel,10,3831,3886,16,false,false,11
3888,range_overlaps,areajoinsel,b,3831,&&,rangesel,10,3831,0,16,false,false,11
3889,elem_contained_by_range,contjoinsel,b,2283,<@,rangesel,10,3831,0,16,false,false,11
3890,range_contained_by,contjoinsel,b,3831,<@,rangesel,10,3831,0,16,false,false,11
3891,range_contains_elem,contjoinsel,b,3831,@>,rangesel,10,2283,0,16,false,false,11
3892,range_contains,contjoinsel,b,3831,@>,rangesel,10,3831,0,16,false,false,11
3893,range_after,scalargtjoinsel,b,3831,>>,rangesel,10,3831,0,16,false,false,11
3894,range_before,scalarltjoinsel,b,3831,<<,rangesel,10,3831,0,16,false,false,11
3897,range_adjacent,contjoinsel,b,3831,-|-,contsel,10,3831,0,16,false,false,11
3898,range_union,-,b,3831,+,-,10,3831,0,3831,false,false,11
3900,range_intersect,-,b,3831,*,-,10,3831,0,3831,false,false,11

